122629;41321;1905-06-18
122631;41552;1905-01-22
122633;41321;1905-01-19
122635;41321;1905-01-17
122637;41321;1905-01-15
122639;41321;1905-01-11
122641;41321;1905-03-15
122643;41552;1905-12-31
122645;41552;1905-11-12
122647;41552;1905-10-31
122649;41552;1905-09-25
122651;41552;1905-09-24
122653;41552;1905-09-17
122655;41552;1905-09-11
122657;41552;1905-09-03
122659;41552;1905-06-23
122661;41552;1905-04-11
122663;41552;1905-02-12
122665;41321;1905-02-25
122667;41321;1905-09-05
122669;41321;1905-09-15
122671;41321;1905-06-27
122673;65921;1905-06-09
122675;41321;1905-06-14
122677;41321;1905-03-22
122679;41321;1905-12-27
122681;41321;1905-02-15
122683;41321;1905-05-18
122685;65921;1904-10-10
122687;41321;1904-09-17
122689;41321;1904-11-11
122691;41321;1904-11-10
122693;41321;1904-11-08
122695;41321;1904-10-29
122697;41321;1904-10-11
122699;41321;1904-10-07
122701;41321;1904-09-25
122703;41321;1904-09-04
122705;41321;1904-06-19
122707;41321;1904-06-12
122709;41321;1904-06-09
122711;41321;1904-06-05
122713;41321;1904-06-04
122715;41321;1904-06-02
122717;41321;1904-05-01
122719;41321;1904-10-12
122721;41321;1904-10-30
122723;41321;1904-09-02
122725;41552;1904-09-23
122727;41552;1904-09-10
122729;41552;1904-06-02
122731;41552;1904-05-29
122733;41552;1904-11-27
122735;41552;1904-04-22
122737;41321;1904-12-01
122739;41321;1904-04-27
122741;41321;1904-12-02
122743;41321;1904-09-14
122745;41321;1904-12-11
122747;41552;1904-11-13
122749;41321;1904-12-16
30111;41552;1903-04-07
122751;41321;1903-08-23
122753;41321;1903-06-03
122755;41321;1903-03-31
122757;41552;1903-06-13
122759;41552;1903-05-30
122761;41321;1903-06-30
122763;41321;1903-05-29
122765;41321;1903-05-28
122767;41321;1903-05-26
122769;41321;1903-04-26
122771;41321;1903-04-04
122773;41552;1903-12-20
122775;41321;1903-12-19
122777;41321;1903-12-01
122779;41321;1903-11-26
122781;41321;1903-11-21
122783;41321;1903-11-07
122785;41321;1903-11-01
122787;41321;1903-10-21
30099;41321;1903-10-04
122789;41321;1903-11-10
122791;41552;1903-09-23
122793;41321;1903-09-22
122795;41321;1903-09-12
122797;41321;1903-09-05
122799;41321;1903-08-30
122801;41321;1903-08-26
122803;41321;1903-08-29
122805;41321;1903-05-01
122807;41321;1903-05-14
122809;41321;1903-05-18
122811;41321;1903-05-17
122813;41321;1903-05-16
122815;41321;1903-05-15
122817;41321;1903-05-07
122819;41321;1903-05-05
122821;41321;1903-05-04
122823;41321;1903-05-02
122825;41321;1903-04-29
122827;41321;1903-04-05
32848;41321;1903-04-03
122829;41321;1903-04-01
122831;41321;1902-03-16
122833;41552;1902-11-30
122835;41552;1902-11-18
122837;41552;1902-06-28
122839;41321;1902-10-01
122841;41552;1902-06-08
122843;41552;1902-02-19
122845;41321;1902-02-08
122847;41321;1902-02-07
122849;41321;1902-11-08
122851;41321;1902-03-01
122853;41321;1902-12-09
122855;41552;1902-09-22
122857;41552;1902-06-22
122859;41552;1902-06-06
122861;41552;1902-04-30
122863;41552;1902-03-22
122865;41321;1902-12-11
122867;41321;1902-06-02
122869;41321;1902-10-05
122871;41321;1902-02-13
122873;41321;1902-12-05
122875;41321;1902-11-04
122877;41552;1902-09-15
122879;41552;1902-09-18
122881;41321;1902-09-17
122883;41321;1902-08-30
122885;41321;1902-08-26
122887;41321;1902-06-18
122889;41321;1902-06-11
122891;41321;1902-05-28
122893;41321;1902-05-28
122895;41321;1902-05-11
122897;41552;1902-05-06
122899;41321;1902-05-05
122901;41321;1902-05-03
122903;41321;1902-04-29
122905;41321;1902-04-28
122907;41321;1902-04-27
122909;41321;1902-04-26
122911;41552;1902-04-24
122913;41321;1902-04-22
122915;41321;1902-04-18
122917;41321;1902-04-17
122919;41321;1902-04-15
122921;41321;1902-04-12
122923;41321;1902-04-05
122925;41321;1902-03-22
122927;41321;1902-03-11
122929;41321;1902-03-04
122931;41321;1902-02-27
122933;41321;1902-02-16
122935;41321;1902-02-09
122937;41321;1902-02-03
122939;41321;1902-02-02
122941;41321;1902-02-01
122943;41321;1902-01-28
122945;41321;1902-01-25
122947;41321;1902-01-22
122949;41321;1902-01-23
122951;41321;1902-01-21
122953;41321;1902-01-17
122955;41552;1902-05-08
122957;122052;1902-04-25
122959;41321;1902-01-05
122961;41321;1902-04-06
122963;41321;1902-04-13
122965;41321;1902-04-03
122967;41321;1902-11-23
122969;41321;1902-11-10
122971;41321;1902-11-09
122973;41321;1901-12-28
122975;41321;1901-12-15
122977;41321;1901-12-04
122979;41321;1901-11-29
122981;41321;1901-09-01
122983;41321;1901-08-25
122985;41321;1901-05-31
122987;41321;1901-05-03
122989;41321;1901-04-23
122991;41321;1901-04-21
122993;41321;1901-04-20
122995;41321;1901-04-19
122997;41321;1901-04-17
122999;41321;1901-04-14
123001;41321;1901-03-01
123003;41552;1901-10-04
123005;122052;1901-09-29
123007;122052;1901-02-28
123009;41321;1901-02-27
123011;41321;1901-02-16
123013;41321;1901-01-13
123015;41552;1901-10-08
123017;41552;1901-02-17
123019;41552;1901-01-20
123021;41552;1901-01-18
123023;41321;1901-06-28
123025;41321;1901-08-30
123027;41321;1901-08-29
123029;41321;1901-11-01
123031;41321;1901-11-22
123033;41321;1901-04-04
123035;41321;1901-03-12
123037;41321;1901-01-18
123039;41321;1901-05-08
123041;41321;1901-04-24
123043;41321;1901-03-13
123045;41321;1901-11-15
123047;41321;1901-02-08
123049;41321;1901-01-23
123051;41321;1901-07-02
123053;41321;1901-05-22
123055;41321;1901-09-08
32628;41321;1901-10-27
123057;41321;1901-05-30
123059;41321;1901-05-28
123061;41321;1901-05-23
123063;41321;1901-02-10
123065;41321;1901-02-06
123067;41321;1901-01-11
123069;41321;1901-01-10
123071;41552;1901-12-08
123073;41552;1901-12-07
123075;41552;1901-10-24
123077;41552;1901-09-29
123079;41552;1901-09-07
123081;41552;1901-09-05
123083;41552;1901-06-23
123085;41552;1901-06-16
123087;41552;1901-06-10
123089;41552;1901-05-25
123091;41552;1901-05-05
123093;41552;1901-04-22
123095;41552;1901-04-01
123097;41552;1901-03-05
123099;41552;1901-03-30
123101;41321;1901-12-22
123103;41321;1901-10-16
123105;41321;1901-12-12
123107;41321;1901-11-17
123109;41321;1901-12-17
123111;41321;1901-11-10
123113;41321;1901-10-09
123115;41321;1901-09-28
123117;41321;1901-09-27
123119;41321;1901-09-26
123121;41321;1901-09-22
123123;41321;1901-09-18
123125;41321;1901-09-13
123127;41552;1901-09-12
123129;41321;1901-06-28
123131;41321;1901-06-13
123133;41321;1901-06-12
123135;41321;1901-06-22
123137;41321;1901-04-27
123139;41321;1901-04-24
123141;41321;1901-04-22
123143;41321;1901-04-19
123145;41321;1901-04-16
123147;41321;1901-04-12
123149;41321;1901-04-10
123151;41321;1901-04-02
123153;41552;1901-03-24
123155;41321;1901-03-19
123157;41321;1901-03-17
123159;41321;1901-03-16
123161;41552;1901-03-10
32041;41321;1901-05-01
123163;41552;1901-11-21
123165;41552;1901-11-03
123167;41552;1901-06-04
123169;41552;1901-01-15
123171;41321;1901-10-29
123173;41321;1901-10-19
123175;41321;1901-10-18
123177;41321;1901-10-17
123179;41321;1901-04-18
123181;41552;1900-12-31
123183;41552;1900-09-21
123185;41552;1900-06-30
123187;41552;1900-06-19
123189;41552;1900-04-21
123191;41321;1900-12-22
123193;41321;1900-11-23
123195;41321;1900-11-22
123197;41321;1900-11-18
123199;41321;1900-11-11
123201;41321;1900-10-18
123203;41321;1900-09-02
123205;41321;1900-08-21
123207;41321;1900-08-17
32822;41321;1900-06-06
123209;41321;1900-05-26
123211;41321;1900-05-09
123213;41321;1900-05-08
123215;41321;1900-05-07
123217;41321;1900-05-04
123219;41321;1900-05-03
123221;41321;1900-04-29
123223;41321;1900-04-26
123225;41321;1900-04-09
123227;41552;1900-02-21
123229;41552;1900-02-13
123231;41552;1900-01-15
123233;41552;1900-01-02
123235;41321;1900-12-23
123237;41321;1900-11-03
123239;41321;1900-08-23
123241;41321;1900-06-16
123243;41321;1900-09-07
123245;41321;1900-04-23
123247;41321;1900-09-30
123249;41321;1900-12-19
123251;41321;1900-11-04
123253;41321;1900-04-19
123255;41321;1900-12-08
123257;41321;1900-11-10
123259;41321;1900-04-20
123261;41321;1900-09-14
123263;41552;1900-12-21
123265;41552;1900-11-17
123267;41552;1900-10-11
123269;41552;1900-09-13
123271;41552;1900-09-03
123273;41552;1900-06-17
123275;41552;1900-06-09
123277;41552;1900-05-16
123279;41552;1900-04-06
123281;41552;1900-03-20
123283;41552;1900-02-26
123285;41552;1900-03-04
123287;41552;1900-02-05
123289;41552;1900-01-29
123291;41552;1900-01-22
123293;41552;1900-01-08
123295;41321;1900-05-23
123297;41321;1900-07-15
123299;41321;1900-07-20
123301;41321;1900-07-17
123303;41321;1900-06-01
123305;41321;1900-10-11
123307;41321;1900-06-09
123309;41321;1900-06-03
123311;41321;1900-05-11
123313;41321;1900-06-05
123315;41321;1900-05-18
123317;41321;1900-05-10
123319;41321;1900-05-06
123321;41321;1900-05-05
123323;41321;1900-04-27
123325;41321;1900-05-01
123327;41321;1900-05-02
123329;41321;1900-05-01
123331;41321;1900-04-30
123333;41321;1900-04-28
123335;41321;1900-04-27
123337;41321;1900-04-25
123339;41321;1900-04-11
123341;41321;1900-04-09
123343;41321;1900-04-08
123345;41321;1900-04-10
123347;41321;1900-04-07
123349;41321;1900-04-05
123351;41321;1900-04-03
123353;41321;1900-04-01
123355;41552;1900-03-16
123357;41552;1900-11-01
123359;41552;1900-10-21
123361;41552;1900-04-12
123363;41552;1900-03-17
123365;41552;1900-03-13
123367;41552;1900-02-07
123369;41321;1900-12-02
123371;41321;1900-11-19
123373;41321;1900-10-28
123375;41321;1900-10-24
123377;41321;1900-10-14
123379;41321;1900-10-07
123381;41321;1900-10-03
123383;41321;1900-09-16
123385;41321;1900-09-08
123387;41552;1899-11-21
123389;41552;1899-11-07
123391;41552;1899-10-15
123393;36340;1899-06-24
123395;36340;1899-01-14
123397;36340;1899-05-06
123399;36340;1899-01-07
123401;41552;1899-11-20
123403;41552;1899-11-04
123405;41552;1899-11-27
123407;41552;1899-11-11
123409;41552;1899-10-24
123411;41552;1899-11-01
123413;41552;1899-10-07
123415;41552;1899-10-04
123417;41552;1899-10-30
123419;36340;1899-05-27
123421;36340;1899-03-25
123423;36340;1899-03-18
123425;36340;1899-02-25
123427;65921;1899-12-20
123429;41552;1899-12-06
123431;41552;1899-12-19
123433;36340;1898-09-24
123435;36340;1898-06-25
123437;36340;1898-06-25
123439;36340;1898-06-25
123441;36340;1898-06-11
123443;36340;1898-05-07
123445;36340;1898-04-30
123447;36340;1898-03-26
123449;36340;1898-03-26
123451;36340;1898-03-19
123453;36340;1898-12-03
123455;36340;1898-02-12
123457;36340;1898-11-05
123459;36340;1898-10-15
123461;36340;1898-04-23
123463;36340;1898-04-09
123465;36340;1898-12-03
123467;36340;1898-02-12
123469;36340;1898-11-12
123471;36340;1898-04-02
123473;36340;1898-09-24
123475;36340;1898-04-23
123477;36340;1898-02-12
123479;36340;1898-10-15
123481;36340;1898-04-30
123483;36340;1898-04-23
123485;36340;1898-02-05
123487;36340;1898-01-29
123489;36340;1898-01-08
123491;36340;1898-03-26
123493;36340;1898-03-19
123495;36340;1898-02-26
123497;36340;1898-01-22
123499;36340;1898-10-08
123501;36340;1898-06-18
123503;36340;1897-11-27
123505;36340;1897-10-09
123507;36340;1897-10-09
123509;36340;1897-01-09
123511;36340;1897-12-11
123513;36340;1897-11-13
123515;36340;1897-10-16
123517;36340;1897-05-29
123519;36340;1897-05-15
123521;36340;1897-05-01
123523;36340;1897-03-13
123525;36340;1897-02-27
123527;36340;1897-01-16
123529;36340;1897-10-02
123531;36340;1897-02-06
123533;36340;1897-04-10
123535;36340;1897-11-02
123537;36340;1897-09-25
123539;36340;1897-09-18
123541;36340;1897-10-30
123543;36340;1897-12-25
123545;36340;1897-11-18
123547;36340;1897-12-04
123549;36340;1897-11-27
123551;36340;1897-11-20
123553;36340;1897-03-20
123555;122070;1897-06-01
123557;122071;1897
123559;36340;1897-04-03
123561;36340;1897-10-09
123563;36340;1896-11-21
123565;36340;1896-03-14
123567;36340;1896-03-07
123569;36340;1896-01-18
123571;36340;1896-12-26
123573;36340;1896-09-12
123575;36340;1896-12-12
123577;36340;1896-12-05
123579;36340;1896-10-31
123581;36340;1896-10-10
123583;36340;1896-06-20
123585;36340;1896-09-26
123587;36340;1896-09-19
123589;36340;1896-05-16
123591;36340;1896-04-25
123593;36340;1896-03-14
123595;36340;1896-02-08
123597;36340;1896-02-29
123599;36340;1896-11-24
123601;36340;1896-01-18
123603;36340;1896-03-28
123605;36340;1896-09-19
123607;36340;1896-06-06
123609;36340;1896-05-02
123611;36340;1896-10-10
123613;36340;1896-10-17
123615;36340;1896-03-07
123617;36340;1896-09-19
123619;36340;1896-09-12
123621;36340;1890-10-31
123623;36340;1896-04-25
123625;36340;1896-09-12
123627;36340;1896-06-20
123629;36340;1896-07-04
123631;36340;1896-05-16
135172;36340;1896-05-09
123633;36340;1896-05-02
123635;36340;1896-11-28
123637;36340;1896-06-13
123639;36340;1896-04-11
123641;36340;1896-09-26
123643;36340;1896-12-05
123645;36340;1896-09-26
123647;36340;1896-09-26
123649;36340;1896-10-31
123651;36340;1896-04-18
123653;36340;1896-09-19
123655;36340;1896-02-22
123657;36340;1896-04-18
123659;36340;1896-10-24
123661;36340;1896-11-14
32496;36340;1896-05-09
123663;36340;1895-07-20
123665;36340;1895-03-30
123667;36340;1895-01-26
123669;36340;1895-11-30
123671;36340;1895-12-14
123673;36340;1895-11-23
123675;36340;1895-11-09
123677;36340;1895-10-12
123679;36340;1895-03-16
123681;36340;1895-10-26
123683;36340;1895-05-04
123685;36340;1895-09-14
123687;36340;1895-11-16
123689;36340;1895-11-02
123691;36340;1895-06-15
123693;36340;1895-03-23
123695;36340;1895-04-27
123697;36340;1895-05-25
123699;36340;1895-02-16
123701;36340;1895-02-23
123703;36340;1895-03-02
123705;36340;1895-01-19
123707;36340;1895-01-12
123709;36340;1895-03-09
123711;36340;1895-09-12
123713;36340;1895-10-05
123715;36340;1895-02-23
123717;36340;1895-09-28
123719;36340;1895-01-12
123721;36340;1895-02-23
123723;36340;1895-04-13
123725;36340;1895-03-09
123727;36340;1895-12-21
123729;36340;1895-04-06
123731;36340;1895-10-05
123733;36340;1895-04-20
123735;36340;1895-03-09
123737;36340;1895-01-19
123739;36340;1895-02-16
123741;36340;1895-03-16
123743;36340;1895-11-19
123745;36340;1895-09-14
123747;36340;1895-05-11
123749;36340;1895-06-01
123751;36340;1895-04-06
123753;36340;1895-03-23
123755;36340;1895-01-05
123757;36340;1895-11-02
123759;36340;1895-10-12
123761;36340;1895-10-12
123763;36340;1895-10-12
123765;36340;1895-03-30
123767;36340;1895-12-07
123769;36340;1895-02-09
123771;36340;1896-10-19
123773;36340;1895-01-05
123775;36340;1895-02-02
123777;36340;1895-12-28
123779;36340;1895-12-21
123781;36340;1895-12-21
123783;36340;1895-11-30
123785;36340;1895-09-14
123787;36340;1895-05-25
123789;36340;1895-01-15
123791;36340;1895-09-21
123793;36340;1895-03-09
123795;36340;1895-09-12
123797;36340;1895-04-13
123799;36340;1895-03-16
123801;36340;1895-05-18
123803;36340;1895-04-06
123805;36340;1895-09-21
32145;36340;1894-12-01
123807;36340;1894-11-17
123809;36340;1894-10-13
123811;36340;1894-12-29
123813;36340;1894-12-08
123815;36340;1894-11-24
123817;36340;1894-11-17
123819;36340;1894-10-06
123821;36340;1894-12-22
123823;36340;1894-12-01
123825;36340;1894-12-22
88030;36340;1894-11-17
87798;36340;1894-10-20
123827;36340;1894-11-03
123829;36340;1894-12-22
123831;36340;1894-10-13
123833;36340;1894-10-06
123835;36340;1894-12-15
123837;36340;1894-12-08
123839;36340;1894-11-24
123841;36340;1894-11-10
88007;36340;1894-10-27
123843;36340;1894-11-10
123845;36340;1894-10-06
123847;35919;1893-05-01
123849;41471;1893-09-30
123851;41471;1893-07-11
123853;41471;1893-06-22
123855;41471;1893-04-10
123857;41471;1893-02-12
123859;41471;1893-02-08
123861;41471;1893-02-02
123863;41471;1893-01-10
123865;41471;1893-01-03
123867;41471;1893-02-24
123869;41471;1893-01-14
123871;41471;1893-01-06
123873;41471;1893-01-22
123875;41471;1893-01-13
123877;41471;1893-04-19
123879;41471;1893-03-09
123881;41471;1893-02-14
123883;41471;1893-01-17
123885;41471;1893-01-30
123887;41471;1893-07-05
123889;41471;1893-02-03
123891;41471;1893-01-09
123893;41471;1893-01-04
123895;41471;1893-04-16
123897;41471;1893-03-02
123899;41471;1893-01-04
123901;41471;1893-03-11
123903;41471;1893-04-10
31273;41471;1893-01-20
123905;41471;1892-11-30
123907;41471;1892-12-08
123909;41471;1892-12-30
123911;41471;1892-12-11
123913;40968;1890-09-27
123915;36149;1890-07-23
123917;41471;1889-07-27
123919;41471;1889-06-18
123921;122067;1887-07-09
123923;122067;1887-08-20
123925;122067;1887-08-06
123927;122066;1883-08-26
123929;122066;1882-12-17
123931;122066;1882-10-15
123933;122066;1882-10-01
123935;122072;1887-07-16
123937;122072;1887-03-12
123939;122072;1887-02-19
123941;122072;1887-02-19
123943;122072;1887-02-05
123945;122072;1887-01-22
123947;122072;1887-01-15
123949;122072;1887-01-08
123951;122072;1887-01-01
123953;122072;1887-06-25
123955;122072;1887-05-28
123957;122072;1887-04-16
123959;122072;1887-04-02
123961;122072;1887-03-26
123963;122072;1887-03-05
123965;122072;1887-02-26
123969;122072;1886-12-11
123971;36149;1890-05-28
123973;36149;1890-07-16
123975;36149;1890-07-02
123977;40968;1890-11-08
123979;36376;1909-06-10
123981;122066;1883-08-26
123983;36376;1931-03-08
HB-tv_2477;122073;1961-11-01
123985;36340;1899-06-17
123987;41471;1893-01-15
123989;36152;1896
123991;36340;1895-08-31
123993;36340;1895-02-02
123995;36340;1895-01-19
123997;36340;1894-10-27
32211;36340;1894-10-06
123999;41531;1901-11-18
124001;41202;1911-04-09
124003;36374;1911-04-09
124005;122074;1884-07-14
124007;36156;1923-06-01
124009;41564;1910-10-06
124011;40042;1910-11-26
124013;122075;1925-01-11
124015;41564;1907-02-21
124017;53069;1890-08-01
124019;35919;1886-12-15
124021;42850;1899-01-22
124023;122076;1909-03-29
124025;41244;1910-09-22
124027;41289;1910-08-14
124029;122077;1911
124031;41289;1918-02-05
124033;40968;1890-08-02
124035;52605;1890-07-26
124037;35919;1890-09-01
124039;41531;1890-07-26
124041;122078;1899-02-17
124043;41507;1899-02-26
124045;36374;1899-02-25
124047;36340;1899-02-25
59060;58327;1910-07-01
31345;36374;1900-09-14
124049;41552;1900-09-14
124051;41531;1911-06-08
124053;61441;1911-06-12
HB-tv_1602;122079;1978
HB-tv_1072;122080;1955-12-08
HB-tv_2090;41555;1947
HB-tv_1073;122081;1946
124057;122082;1937
124059;52154;1934-02-01
124061;122083;1934-08-24
124063;52154;1934
124065;122084;1934-01-21
124069;122083;1933-12-08
124071;36376;1933-06-11
124073;41507;1933-07-16
124077;122085;1933-08-01
124079;89468;1932-10
124081;122086;1932
124083;122087;1932-11-13
124085;122078;1932-11-15
124087;36376;1932-05-15
124089;36376;1932-05-29
124091;36374;1932-03-20
124093;36376;1932-01-01
124095;122088;1932-11-06
124097;36374;1932-06-26
124099;122089;1932-03-18
124101;41531;1932-01-07
124103;36374;1932-05-22
124105;36374;1932-03-29
124107;122088;1932-08-28
124109;122090;1932-03-22
124111;122056;1932-02-19
124113;122056;1932-01-23
124115;122056;1932-01-01
31833;31835;1932
124117;122089;1932-05-26
124119;122056;1932-08-09
124121;122091;1931-01
31647;89468;1931-12-10
31875;41321;1931-10-25
124125;36376;1931-11-25
124127;36376;1931-11-01
124129;36376;1931-10-11
124131;36376;1931-10-04
124133;36376;1931-09-20
124135;36376;1931-09-20
124137;36376;1931-09-06
124139;36376;1931-07-19
124141;36376;1931-07-12
124143;36376;1931-07-12
124145;36376;1931-07-12
124147;36376;1931-07-12
124149;36376;1931-06-21
124151;36376;1931-06-21
124153;36376;1931-06-07
124155;36376;1931-05-10
124157;36376;1931-05-10
124159;36376;1931-04-26
124161;36376;1931-04-05
124163;36376;1931-04-05
124165;36376;1931-04-05
124167;36376;1931-03-22
124169;36376;1931-03-22
124171;36376;1931-03-22
124173;36376;1931-03-08
124175;36376;1931-03-08
124177;36376;1931-03-08
124179;36376;1931-03-08
124181;36376;1931-03-01
135175;36376;1931-02-22
32308;36376;1931-02-22
135177;36376;1931-02-01
135181;36376;1931-02-01
135179;36376;1931-02-01
124183;36376;1931-01-25
124185;36376;1931-01-25
124187;36376;1931-01-25
124189;36376;1931-01-18
124191;36376;1931-01-18
124193;36376;1931-01-18
124195;36376;1931-01-18
124197;36376;1931-01-11
124199;36376;1931-01-11
124201;36376;1931-01-04
124205;36376;1931-02-15
124207;36376;1931-02-15
124209;36376;1931-02-08
124211;36376;1931-02-08
124213;36376;1931-02-08
124215;36376;1931-02-08
124217;36376;1931-05-24
124219;36376;1931-05-24
124221;41321;1931-12-25
124223;122082;1931-01-11
124225;36374;1931-11-01
32664;36376;1931-02-01
124227;36376;1931-07-12
124229;36376;1931-03-01
124231;36376;1931-07-05
124233;36376;1931-05-24
124235;36376;1931-12-13
31845;59747;1931-11-06
124239;122056;1931-06-30
124241;36376;1931-03-22
124243;36374;1931-01-25
124245;41531;1931-09-24
124247;122056;1931-04-26
124249;36374;1931-02-15
124251;122056;1931-08-15
124253;122056;1931-12-06
124255;122056;1931-06-23
124257;122056;1931-06-13
31487;122056;1931-12-17
124259;122093;1931-12-20
124261;36374;1931-06-21
124263;122094;1930-03-21
124265;36376;1930-12-28
124267;36376;1930-12-21
124269;36376;1930-11-30
124271;36376;1930-11-15
124273;36376;1930-11-01
124275;36376;1930-10-26
124277;36376;1930-10-26
124279;36376;1930-10-26
124281;36376;1930-10-12
124283;36376;1930-10-05
124285;36376;1930-09-21
124287;36376;1930-09-14
32662;36376;1930-09-07
135183;36376;1930-09-07
124289;36376;1930-08-24
124291;36376;1930-08-03
124293;36376;1930-07-20
124295;36376;1930-07-20
124297;36376;1930-07-13
124299;36376;1930-07-13
124301;36376;1930-07-13
124303;36376;1930-07-06
124305;36376;1930-07-06
124307;36376;1930-06-29
124309;36376;1930-06-29
124311;36376;1930-06-22
124313;36376;1930-06-22
124315;36376;1930-06-15
124317;36376;1930-06-15
124319;36376;1930-06-15
124321;36376;1930-06-01
124323;36376;1930-06-01
124325;36376;1930-05-25
124327;36376;1930-05-18
124329;36376;1930-05-18
124331;36376;1930-05-18
124333;36376;1930-05-11
32666;36376;1930-05-04
124335;36376;1930-04-27
124337;36376;1930-04-27
124339;36376;1930-04-20
124341;36376;1930-04-13
124343;36376;1930-04-06
124345;36376;1930-04-06
124347;36376;1930-04-06
124349;36376;1930-03-30
30423;36376;1930-03-30
30409;36376;1930-03-30
124351;36376;1930-03-23
124353;36376;1930-03-23
124355;36376;1930-03-23
135185;36376;1930-03-16
30361;36376;1930-03-16
135187;36376;1930-03-16
124357;36376;1930-03-09
124359;36376;1930-02-23
124361;36376;1930-02-23
124363;36376;1930-02-09
135195;36376;1930-01-26
31847;36376;1930-01-26
135197;36376;1930-01-26
124365;36376;1930-01-05
124367;36376;1930-06-08
124369;36376;1930-06-08
124371;59747;1930-01-03
124373;36376;1930-06-08
124375;122082;1930-10-26
124377;41244;1930
124379;36376;1930-04-13
124381;36374;1930-12-14
124385;122095;1930-03-01
124387;36376;1930-05-25
124389;36376;1930-10-19
135189;36376;1930-03-16
124391;36376;1930-09-28
124393;36376;1930-08-31
124395;36376;1930-08-10
124397;36376;1930-12-07
124399;36376;1930-11-09
124401;36376;1930-06-15
124403;36376;1930-12-14
124405;122096;1930-04-28
124407;41531;1930-02-14
124409;122097;1930-02-10
30013;36376;1930-03-02
124411;122098;1930
124415;122099;1930-10-01
124417;122100;1930-02-01
124421;122056;1930-03-01
124423;122056;1930-02-12
124425;36374;1930-02-27
124427;36376;1930-11-23
124429;36374;1930-01-26
124431;122056;1930-01-07
124433;122088;1930-03-23
124435;122056;1930-03-29
124437;122082;1930-03-02
124439;89478;1930-07-01
124441;36374;1930-04-13
124443;36374;1930-06-06
124445;59747;1930-03-28
124447;122101;1929-04-01
124449;122102;1929-04-01
124451;122102;1929-06-01
124453;122102;1929-06-01
124455;122103;1929-12-30
124457;36376;1929-12-29
124459;36376;1929-12-29
124461;36376;1929-12-29
124463;36376;1929-12-22
124465;36376;1929-12-22
